subjID,exptPart,trialNumber,roleCurrent,marblesSampled,asymm,probBullshitterRed,probBullshitDetectorRed,probGlobal,drawnRed,reportedDrawn,compLie,compUnifLie,compDetect,callBS,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchResponseTime,pseudoRound,trialTime
sona-24306,practice,1,bullshitter,10,False,0.8,0.8,0.8,8,8,-1,False,0.5,False,8,2,8,2,2785.79554678059,18853,What was the proportion of red to blue marbles from your opponent's perspective?,80,89,10593,False,53995
sona-24306,practice,2,bullshitDetector,10,False,0.8,0.8,0.8,8,8,8,False,-1,False,2,8,10,10,7375.825987069112,15956,How many red marbles did your opponent report drawing?,8,8,4193,False,34462
sona-24306,practice,3,bullshitter,10,True,0.8,0.5,0.78125,5,4,-1,False,0.25390625,False,4,6,14,16,2390.264243918273,13511,What was the proportion of red to blue marbles from your perspective?,78.125,50,7352,False,40675
sona-24306,practice,4,bullshitDetector,10,True,0.8,0.5,0.78125,5,5,4,False,-1,True,0,5,14,21,5162.149019585797,21004,How many red marbles did your opponent report drawing?,5,4,4048,False,39094
sona-24306,trial,1,bullshitter,10,False,0.2,0.2,0.2,2,6,-1,False,0.8213361152000003,True,-5,5,-5,5,2750.539060527274,2621,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10426
sona-24306,trial,2,bullshitDetector,10,True,0.8,0.5,0.78125,8,8,7,False,-1,False,2,8,-3,13,6554.847612147287,3881,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12576
sona-24306,trial,3,bullshitter,10,False,0.8,0.8,0.8,8,8,-1,False,0.5,False,8,2,5,15,2711.797730701159,4149,How many red marbles did your opponent report drawing?,-1,-1,-1,True,11584
sona-24306,trial,4,bullshitDetector,10,False,0.2,0.2,0.2,6,6,2,False,-1,True,-1,6,4,21,5779.253844416879,6318,What was the proportion of red to blue marbles from your perspective?,20,45,3018,False,17481
sona-24306,trial,5,bullshitter,10,True,0.5,0.8,0.51875,7,8,-1,False,0.5,True,-5,5,-1,26,2105.09815913733,11005,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,21101
sona-24306,trial,6,bullshitDetector,10,True,0.5,0.8,0.51875,6,9,9,False,-1,False,1,9,0,35,6918.240720546594,2365,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,11473
sona-24306,trial,7,bullshitter,10,True,0.5,0.8,0.51875,5,5,-1,False,-0.091396864,False,5,5,5,40,2581.2214390302306,3922,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,13207
sona-24306,trial,8,bullshitDetector,10,True,0.8,0.5,0.78125,10,7,-1,False,-0.091396864,False,3,7,8,47,5328.730386427391,9397,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,True,20365
sona-24306,trial,9,bullshitter,10,False,0.5,0.5,0.5,5,5,-1,False,0.5,True,5,0,13,47,3055.446251320041,3359,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,10350
sona-24306,trial,10,bullshitDetector,10,True,0.2,0.8,0.2375,3,5,-1,True,0.5,True,5,-5,18,42,6453.972993312895,2885,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,12335
sona-24306,trial,11,bullshitter,10,True,0.2,0.5,0.21875,1,2,-1,False,-0.068359375,False,2,8,20,50,2236.860341924657,8971,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,16143
sona-24306,trial,12,bullshitDetector,10,False,0.8,0.8,0.8,8,1,-1,False,-0.068359375,False,9,1,29,51,6701.721405522601,1472,How many red marbles did your opponent report drawing?,1,1,4829,True,15905
sona-24306,trial,13,bullshitter,10,False,0.8,0.8,0.8,8,1,-1,False,-0.12418616319999996,False,1,9,30,60,2394.024911667755,5627,How many red marbles did your opponent report drawing?,-1,-1,-1,False,14384
sona-24306,trial,14,bullshitDetector,10,True,0.2,0.5,0.21875,2,3,3,False,-1,False,7,3,37,63,7114.3416368373455,11671,How many red marbles did your opponent report drawing?,-1,-1,-1,False,20394
sona-24306,trial,15,bullshitter,10,True,0.8,0.5,0.78125,2,6,-1,False,0.705078125,False,6,4,43,67,3097.473936367585,7568,How many red marbles did your opponent report drawing?,-1,-1,-1,True,16405
sona-24306,trial,16,bullshitDetector,10,True,0.2,0.5,0.21875,1,2,2,False,-1,True,5,-5,48,62,5973.46905691806,42796,How many red marbles did your opponent report drawing?,-1,-1,-1,False,50621
sona-24306,trial,17,bullshitter,10,False,0.2,0.2,0.2,3,2,-1,False,0.5,False,2,8,50,70,2951.410461199178,3528,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12080
sona-24306,trial,18,bullshitDetector,10,True,0.2,0.5,0.21875,3,6,6,False,-1,False,4,6,54,76,6171.614545291975,176376,What was the proportion of red to blue marbles from your perspective?,50,60,5400,False,192527
sona-24306,trial,19,bullshitter,10,True,0.8,0.2,0.7625,6,4,-1,False,0.7894069760000003,True,-5,5,49,81,2432.5521658033995,9310,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,16322
sona-24306,trial,20,bullshitDetector,10,False,0.8,0.8,0.8,8,8,6,False,-1,False,2,8,51,89,6503.764883983627,12230,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,23447
sona-24306,trial,21,bullshitter,10,True,0.2,0.5,0.21875,4,5,-1,False,0.5,False,5,5,56,94,2611.7373555524478,15503,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,26313
sona-24306,trial,22,bullshitDetector,10,True,0.2,0.8,0.2375,0,0,-1,False,0.5,True,5,0,61,94,6799.408245703604,17442,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,True,26393
sona-24306,trial,23,bullshitter,10,False,0.5,0.5,0.5,1,2,-1,False,-0.068359375,False,2,8,63,102,2301.5934585621108,5108,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,True,12489
sona-24306,trial,24,bullshitDetector,10,False,0.2,0.2,0.2,3,8,-1,True,-0.068359375,True,5,-5,68,97,6394.392275721022,2940,What was the proportion of red to blue marbles from your perspective?,-1,-1,-1,False,14287
sona-24306,trial,25,bullshitter,10,True,0.8,0.5,0.78125,4,6,-1,False,0.705078125,True,-5,5,63,102,2084.8418837149893,7581,What was the proportion of red to blue marbles from your opponent's perspective?,50,69,4226,True,22851
sona-24306,trial,26,bullshitDetector,10,True,0.8,0.2,0.7625,8,8,1,False,-1,False,2,8,65,110,5484.918974151074,3575,How many red marbles did your opponent report drawing?,8,8,4323,False,15278
sona-24306,trial,27,bullshitter,10,True,0.2,0.5,0.21875,10,0,-1,False,-0.1220703125,False,0,10,65,120,2602.3557463700517,3657,How many red marbles did your opponent report drawing?,-1,-1,-1,True,12259
sona-24306,trial,28,bullshitDetector,10,True,0.8,0.2,0.7625,8,8,0,False,-1,False,2,8,67,128,6531.744288839129,2458,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10643
sona-24306,trial,29,bullshitter,10,False,0.2,0.2,0.2,3,4,-1,False,0.7894069760000003,True,-5,5,62,133,2861.034699171847,20540,How many red marbles did your opponent report drawing?,-1,-1,-1,False,27644
sona-24306,trial,30,bullshitDetector,10,True,0.5,0.2,0.48125,7,7,1,False,-1,True,-2,7,60,140,5919.3481915817765,7241,How many red marbles did your opponent report drawing?,-1,-1,-1,False,20412
sona-24306,trial,31,bullshitter,10,True,0.8,0.2,0.7625,9,10,-1,False,0.8222004736000001,True,-5,5,55,145,2925.2112147039225,8833,How many red marbles did your opponent report drawing?,-1,-1,-1,False,17271
sona-24306,trial,32,bullshitDetector,10,True,0.8,0.2,0.7625,9,6,-1,True,0.8222004736000001,True,5,-5,60,140,7460.822711795426,3948,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13067
sona-24306,trial,33,bullshitter,10,True,0.5,0.2,0.48125,7,8,-1,False,0.8221962752000003,True,-5,5,55,145,2854.9229777914497,6669,How many red marbles did your opponent report drawing?,-1,-1,-1,True,92554
sona-24306,trial,34,bullshitDetector,10,True,0.2,0.8,0.2375,2,2,-1,False,0.8221962752000003,False,8,2,63,147,5388.719209744225,116619,How many red marbles did your opponent report drawing?,-1,-1,-1,True,133498
sona-24306,trial,35,bullshitter,10,False,0.2,0.2,0.2,2,4,-1,False,0.7894069760000003,True,-5,5,58,152,2220.4484654918947,9263,How many red marbles did your opponent report drawing?,-1,-1,-1,False,19195
sona-24306,trial,36,bullshitDetector,10,False,0.8,0.8,0.8,9,9,9,False,-1,True,-4,9,54,161,6669.36075755339,4460,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12945
sona-24306,trial,37,bullshitter,10,True,0.5,0.2,0.48125,4,5,-1,False,0.8158310912000003,True,-5,5,49,166,2358.5346844807955,4996,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12775
sona-24306,trial,38,bullshitDetector,10,False,0.8,0.8,0.8,6,9,9,False,-1,True,5,-5,54,161,7303.302633795581,14443,How many red marbles did your opponent report drawing?,-1,-1,-1,False,23690
sona-24306,trial,39,bullshitter,10,True,0.5,0.2,0.48125,6,6,-1,False,0.8213361152000003,True,6,-1,60,160,3104.082279780048,9710,How many red marbles did your opponent report drawing?,-1,-1,-1,False,19015
sona-24306,trial,40,bullshitDetector,10,True,0.5,0.2,0.48125,7,7,1,False,-1,False,3,7,63,167,5737.299659961052,11655,What was the proportion of red to blue marbles from your opponent's perspective?,NA,32,5735,False,25925
sona-24306,trial,41,bullshitter,10,True,0.2,0.5,0.21875,5,5,-1,False,0.5,True,5,0,68,167,2597.904236560506,67394,How many red marbles did you actually draw?,5,5,4842,False,79925
sona-24306,trial,42,bullshitDetector,10,False,0.2,0.2,0.2,6,6,2,False,-1,True,-1,6,67,173,7455.4962081235635,3270,How many red marbles did you actually draw?,-1,-1,-1,False,12742
sona-24306,trial,43,bullshitter,10,True,0.2,0.5,0.21875,2,6,-1,False,0.705078125,True,-5,5,62,178,2089.46922456451,6418,How many red marbles did you actually draw?,-1,-1,-1,False,13609
sona-24306,trial,44,bullshitDetector,10,True,0.5,0.2,0.48125,4,4,2,False,-1,False,6,4,68,182,6215.074840551806,2070,How many red marbles did you actually draw?,-1,-1,-1,False,9933
sona-24306,trial,45,bullshitter,10,True,0.2,0.8,0.2375,4,6,-1,False,-0.0033164800000000383,False,6,4,74,186,2277.7338429263154,5927,How many red marbles did you actually draw?,-1,-1,-1,False,13404
sona-24306,trial,46,bullshitDetector,10,True,0.2,0.8,0.2375,1,4,4,False,-1,False,6,4,80,190,5327.378367362386,3339,How many red marbles did you actually draw?,-1,-1,-1,False,10426
sona-24306,trial,47,bullshitter,10,False,0.2,0.2,0.2,2,4,-1,False,0.7894069760000003,True,-5,5,75,195,2882.444399483435,4948,How many red marbles did you actually draw?,-1,-1,-1,False,12784
sona-24306,trial,48,bullshitDetector,10,False,0.8,0.8,0.8,8,8,8,False,-1,False,2,8,77,203,6202.72828546523,1751,How many red marbles did you actually draw?,-1,-1,-1,False,9295
sona-24306,trial,49,bullshitter,10,True,0.8,0.5,0.78125,10,10,-1,False,0.876953125,True,10,-5,87,198,2258.9586236830105,4575,How many red marbles did you actually draw?,10,10,4187,False,16257
sona-24306,trial,50,bullshitDetector,10,False,0.5,0.5,0.5,3,9,9,False,-1,True,5,-5,92,193,6486.52079831503,4474,How many red marbles did you actually draw?,-1,-1,-1,False,14096
sona-24306,trial,51,bullshitter,10,True,0.2,0.8,0.2375,3,10,-1,False,0.8758096384000003,False,10,0,102,193,2960.3571757753416,3975,How many red marbles did you actually draw?,-1,-1,-1,False,11819
sona-24306,trial,52,bullshitDetector,10,False,0.2,0.2,0.2,1,2,2,False,-1,False,8,2,110,195,6217.896831193795,3583,How many red marbles did you actually draw?,-1,-1,-1,False,11909
sona-24306,trial,53,bullshitter,10,False,0.2,0.2,0.2,9,7,-1,False,0.8221225472000002,True,-5,5,105,200,2489.65487410079,12203,What was the proportion of red to blue marbles from your opponent's perspective?,20,33,7955,True,27045
sona-24306,trial,54,bullshitDetector,10,False,0.8,0.8,0.8,9,10,-1,True,0.8221225472000002,True,5,-5,110,195,6335.600676778234,3345,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11615
sona-24306,trial,55,bullshitter,10,False,0.5,0.5,0.5,3,5,-1,False,0.5,False,5,5,115,200,3149.1291474997033,4563,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,16164
sona-24306,trial,56,bullshitDetector,10,True,0.2,0.8,0.2375,1,5,-1,True,0.5,False,5,5,120,205,6846.194663407837,2760,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11594
sona-24306,trial,57,bullshitter,10,True,0.2,0.5,0.21875,0,8,-1,False,0.8662109375,True,-5,5,115,210,2078.8998689849095,4787,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11817
sona-24306,trial,58,bullshitDetector,10,False,0.2,0.2,0.2,2,2,1,False,-1,False,8,2,123,212,5208.471520028656,3982,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12302
sona-24306,trial,59,bullshitter,10,False,0.2,0.2,0.2,3,4,-1,False,0.7894069760000003,True,-5,5,118,217,3110.2731519509753,3971,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12747
sona-24306,trial,60,bullshitDetector,10,True,0.5,0.2,0.48125,0,8,-1,False,0.7894069760000003,True,5,-5,123,212,5509.052801777443,4762,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,13754
sona-24306,trial,61,bullshitter,10,True,0.5,0.2,0.48125,5,5,-1,False,0.8158310912000003,True,5,0,128,212,2796.283273575026,6213,What was the proportion of red to blue marbles from your opponent's perspective?,20,29,4073,False,20688
sona-24306,trial,62,bullshitDetector,10,False,0.8,0.8,0.8,9,9,7,False,-1,False,1,9,129,221,5373.249396747479,1823,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,14542
sona-24306,trial,63,bullshitter,10,True,0.2,0.8,0.2375,2,8,-1,False,0.5,False,8,2,137,223,2519.773137668336,7527,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,14455
sona-24306,trial,64,bullshitDetector,10,True,0.5,0.2,0.48125,3,9,-1,False,0.5,True,5,-5,142,218,6262.240909683209,4089,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,12295
sona-24306,trial,65,bullshitter,10,True,0.2,0.5,0.21875,2,4,-1,False,0.25390625,True,-5,5,137,223,2694.71230179766,7493,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,17842
sona-24306,trial,66,bullshitDetector,10,False,0.2,0.2,0.2,3,3,3,False,-1,False,7,3,144,226,5716.176510016254,4668,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11942
sona-24306,trial,67,bullshitter,10,True,0.2,0.8,0.2375,5,6,-1,False,-0.0033164800000000383,False,6,4,150,230,2438.629258680099,5394,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,12724
sona-24306,trial,68,bullshitDetector,10,True,0.5,0.2,0.48125,6,6,2,False,-1,False,4,6,154,236,6550.023961670322,2968,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12805
sona-24306,trial,69,bullshitter,10,True,0.5,0.8,0.51875,1,7,-1,False,0.19801011199999996,False,7,3,161,239,3209.172133982191,4645,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,13881
sona-24306,trial,70,bullshitDetector,10,True,0.8,0.2,0.7625,9,9,3,False,-1,True,-4,9,157,248,5280.1281873512,2282,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,14803
sona-24306,trial,71,bullshitter,10,True,0.2,0.8,0.2375,2,9,-1,False,0.7684354560000002,True,-5,5,152,253,2701.124370989911,5533,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,13693
sona-24306,trial,72,bullshitDetector,10,True,0.2,0.8,0.2375,2,6,-1,True,0.7684354560000002,True,5,-5,157,248,5586.272894860231,4544,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12043
sona-24306,trial,73,bullshitter,10,False,0.5,0.5,0.5,7,7,-1,False,0.822265625,False,7,3,164,251,2317.9075832487547,6706,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,13806
sona-24306,trial,74,bullshitDetector,10,True,0.5,0.8,0.51875,5,9,9,False,-1,True,5,-5,169,246,6869.061588463204,5412,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,18057
sona-24306,trial,75,bullshitter,10,True,0.2,0.8,0.2375,1,9,-1,False,0.7684354560000002,False,9,1,178,247,2413.791549490232,3452,How many red marbles did you actually draw?,1,1,3713,False,15633
sona-24306,trial,76,bullshitDetector,10,True,0.5,0.2,0.48125,5,5,2,False,-1,False,5,5,183,252,5502.36077325495,3260,How many red marbles did you actually draw?,-1,-1,-1,False,10514
sona-24306,trial,77,bullshitter,10,True,0.5,0.2,0.48125,4,5,-1,False,0.8158310912000003,True,-5,5,178,257,2429.417722375336,6510,How many red marbles did you actually draw?,-1,-1,-1,False,13743
sona-24306,trial,78,bullshitDetector,10,True,0.5,0.8,0.51875,6,7,7,False,-1,True,5,-5,183,252,6041.589436592685,5819,How many red marbles did you actually draw?,-1,-1,-1,False,35163
sona-24306,trial,79,bullshitter,10,False,0.5,0.5,0.5,6,7,-1,False,0.822265625,False,7,3,190,255,2448.5766439351937,5716,How many red marbles did you actually draw?,-1,-1,-1,True,14497
sona-24306,trial,80,bullshitDetector,10,False,0.5,0.5,0.5,4,4,4,False,-1,False,6,4,196,259,5462.223832240805,3328,How many red marbles did your opponent report drawing?,4,4,3961,False,15590
sona-24306,trial,81,bullshitter,10,False,0.5,0.5,0.5,5,6,-1,False,0.705078125,True,-5,5,191,264,3121.280403936972,6645,How many red marbles did your opponent report drawing?,-1,-1,-1,False,15403
sona-24306,trial,82,bullshitDetector,10,False,0.2,0.2,0.2,1,6,-1,False,0.705078125,False,4,6,195,270,5851.40593553894,6167,What was the proportion of red to blue marbles from your opponent's perspective?,NA,35,6827,True,20523
sona-24306,trial,83,bullshitter,10,True,0.2,0.8,0.2375,0,9,-1,False,0.7684354560000002,False,9,1,204,271,2743.7510589266008,4944,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,14645
sona-24306,trial,84,bullshitDetector,10,True,0.5,0.8,0.51875,6,10,10,False,-1,True,5,-5,209,266,5295.497015126071,4323,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11442
sona-24306,trial,85,bullshitter,10,False,0.5,0.5,0.5,4,5,-1,False,0.5,True,-5,5,204,271,2141.816639896306,7745,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,15002
sona-24306,trial,86,bullshitDetector,10,False,0.2,0.2,0.2,2,3,3,False,-1,False,7,3,211,274,7173.797587823392,3330,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12060
sona-24306,trial,87,bullshitter,10,False,0.2,0.2,0.2,4,4,-1,False,0.7894069760000003,False,4,6,215,280,2693.508634014267,13737,How many red marbles did you actually draw?,4,4,2725,False,24991
sona-24306,trial,88,bullshitDetector,10,False,0.8,0.8,0.8,7,10,-1,False,0.7894069760000003,True,5,-5,220,275,5613.7190821842305,22949,How many red marbles did you actually draw?,-1,-1,-1,True,39124
sona-24306,trial,89,bullshitter,10,False,0.8,0.8,0.8,6,8,-1,False,0.5,True,-5,5,215,280,3002.145873190085,7999,How many red marbles did you actually draw?,-1,-1,-1,False,41916
sona-24306,trial,90,bullshitDetector,10,False,0.2,0.2,0.2,2,2,0,False,-1,False,8,2,223,282,6184.52009969382,6009,How many red marbles did your opponent report drawing?,2,2,2871,False,17601
sona-24306,trial,91,bullshitter,10,True,0.2,0.5,0.21875,1,6,-1,False,0.705078125,True,-5,5,218,287,2403.164533049763,4992,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12260
sona-24306,trial,92,bullshitDetector,10,False,0.8,0.8,0.8,8,10,10,False,-1,True,5,-5,223,282,5323.275143946895,12479,How many red marbles did your opponent report drawing?,-1,-1,-1,False,19346
sona-24306,trial,93,bullshitter,10,False,0.8,0.8,0.8,8,8,-1,False,0.5,True,8,-3,231,279,2549.645799733068,7861,How many red marbles did your opponent report drawing?,-1,-1,-1,False,16028
sona-24306,trial,94,bullshitDetector,10,False,0.8,0.8,0.8,8,9,-1,True,0.5,True,5,-5,236,274,6641.682129820685,7695,How many red marbles did your opponent report drawing?,-1,-1,-1,False,16183
sona-24306,trial,95,bullshitter,10,False,0.2,0.2,0.2,3,3,-1,False,0.7013265920000002,False,3,7,239,281,2089.347521398423,6347,How many red marbles did your opponent report drawing?,-1,-1,-1,False,15075
sona-24306,trial,96,bullshitDetector,10,True,0.8,0.5,0.78125,8,3,-1,False,0.7013265920000002,False,7,3,246,284,6826.373055341175,4098,How many red marbles did your opponent report drawing?,-1,-1,-1,True,13025
sona-24306,trial,97,bullshitter,10,False,0.8,0.8,0.8,8,9,-1,False,0.7684354560000002,True,-5,5,241,289,2096.6191413595743,6757,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13245
sona-24306,trial,98,bullshitDetector,10,True,0.5,0.8,0.51875,6,5,-1,False,0.7684354560000002,True,5,-5,246,284,6968.090252757373,4915,How many red marbles did your opponent report drawing?,-1,-1,-1,True,19548
sona-24306,trial,99,bullshitter,10,False,0.2,0.2,0.2,3,5,-1,False,0.8158310912000003,True,-5,5,241,289,3213.533194976604,5141,How many red marbles did your opponent report drawing?,-1,-1,-1,False,14139
sona-24306,trial,100,bullshitDetector,10,True,0.2,0.8,0.2375,3,4,-1,False,0.8158310912000003,True,5,-5,246,284,7161.048802853911,3784,How many red marbles did your opponent report drawing?,-1,-1,-1,True,13665
sona-25043,practice,1,bullshitter,10,False,0.5,0.5,0.5,4,6,-1,False,0.705078125,False,6,4,6,4,2952.54432990772,20125,How many red marbles did you actually draw?,4,6,11046,False,61070
sona-25043,practice,2,bullshitDetector,10,True,0.8,0.2,0.7625,7,7,2,False,-1,True,-2,7,4,11,6454.772120533415,13903,What was the proportion of red to blue marbles from your perspective?,20,10,7926,False,32638
sona-25043,practice,3,bullshitter,10,True,0.5,0.2,0.48125,5,5,-1,False,0.8158310912000003,False,5,5,9,16,2891.9217718477303,16576,How many red marbles did you actually draw?,5,5,2901,False,33728
sona-25043,practice,4,bullshitDetector,10,True,0.8,0.2,0.7625,8,8,1,False,-1,False,2,8,11,24,5638.294253740991,9144,How many red marbles did your opponent report drawing?,8,8,5707,False,28693
sona-25043,trial,1,bullshitDetector,10,False,0.5,0.5,0.5,3,7,1,False,-1,False,3,7,3,7,5481.863155193567,9583,How many red marbles did your opponent report drawing?,-1,-1,-1,True,17406
sona-25043,trial,2,bullshitter,10,False,0.8,0.8,0.8,6,8,-1,False,0.5,False,8,2,11,9,2983.725542865185,7726,How many red marbles did your opponent report drawing?,-1,-1,-1,True,17362
sona-25043,trial,3,bullshitDetector,10,True,0.5,0.8,0.51875,2,7,-1,True,0.5,True,5,-5,16,4,6548.169174727782,4181,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12954
sona-25043,trial,4,bullshitter,10,False,0.8,0.8,0.8,9,9,-1,False,0.7684354560000002,True,9,-4,25,0,3176.1910026458077,4031,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13382
sona-25043,trial,5,bullshitDetector,10,True,0.2,0.5,0.21875,2,8,-1,False,0.7684354560000002,False,2,8,27,8,6382.599390278603,1958,How many red marbles did your opponent report drawing?,-1,-1,-1,True,11658
sona-25043,trial,6,bullshitter,10,True,0.5,0.2,0.48125,7,7,-1,False,0.8221225472000002,False,7,3,34,11,2831.2659929503343,8970,How many red marbles did your opponent report drawing?,-1,-1,-1,False,17970
sona-25043,trial,7,bullshitDetector,10,True,0.2,0.5,0.21875,0,4,-1,False,0.8221225472000002,False,6,4,40,15,6139.309378659147,3370,What was the proportion of red to blue marbles from your opponent's perspective?,NA,34,8871,True,20541
sona-25043,trial,8,bullshitter,10,True,0.8,0.5,0.78125,7,6,-1,False,0.705078125,True,-5,5,35,20,2334.9520325339518,5396,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,14694
sona-25043,trial,9,bullshitDetector,10,False,0.5,0.5,0.5,5,3,-1,False,0.705078125,False,7,3,42,23,7180.910087494782,8431,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,17647
sona-25043,trial,10,bullshitter,10,True,0.8,0.5,0.78125,8,9,-1,False,0.8759765625,True,-5,5,37,28,2493.266796934935,7493,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,18452
sona-25043,trial,11,bullshitDetector,10,True,0.8,0.5,0.78125,7,7,4,False,-1,False,3,7,40,35,6732.047767526023,2650,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,11306
sona-25043,trial,12,bullshitter,10,False,0.2,0.2,0.2,8,8,-1,False,0.8221962752000003,False,8,2,48,37,2194.919336893997,2667,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,10096
sona-25043,trial,13,bullshitDetector,10,False,0.8,0.8,0.8,9,5,-1,True,0.8221962752000003,True,5,-5,53,32,5185.103472984174,2032,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,8622
sona-25043,trial,14,bullshitter,10,True,0.5,0.8,0.51875,0,0,-1,False,-0.12419025919999997,False,0,10,53,42,2757.673674381071,5826,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,13442
sona-25043,trial,15,bullshitDetector,10,True,0.8,0.5,0.78125,10,10,5,False,-1,False,0,10,53,52,7057.631309851113,3152,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,13131
sona-25043,trial,16,bullshitter,10,True,0.5,0.8,0.51875,4,5,-1,False,-0.091396864,False,5,5,58,57,2863.7315322019613,4801,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,16466
sona-25043,trial,17,bullshitDetector,10,False,0.5,0.5,0.5,5,8,-1,True,-0.091396864,False,2,8,60,65,5570.643305022233,2159,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,9604
sona-25043,trial,18,bullshitter,10,False,0.8,0.8,0.8,5,6,-1,False,-0.0033164800000000383,False,6,4,66,69,2327.9368527013376,6537,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,True,13356
sona-25043,trial,19,bullshitDetector,10,False,0.8,0.8,0.8,10,10,9,False,-1,True,-5,10,61,79,5526.93148486582,3337,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,10891
sona-25043,trial,20,bullshitter,10,True,0.8,0.5,0.78125,8,9,-1,False,0.8759765625,True,-5,5,56,84,2744.8807710378187,6679,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,15761
sona-25043,trial,21,bullshitDetector,10,True,0.8,0.5,0.78125,9,9,-1,True,0.8759765625,False,1,9,57,93,5696.718173940466,2176,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,10473
sona-25043,trial,22,bullshitter,10,False,0.5,0.5,0.5,7,7,-1,False,0.822265625,True,7,-2,64,91,2908.8315017231103,3984,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,12170
sona-25043,trial,23,bullshitDetector,10,True,0.5,0.8,0.51875,4,10,10,False,-1,True,5,-5,69,86,5968.000909014486,3148,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,10726
sona-25043,trial,24,bullshitter,10,True,0.2,0.5,0.21875,2,3,-1,False,0.048828125,False,3,7,72,93,2829.456086424143,4821,What was the proportion of red to blue marbles from your opponent's perspective?,-1,-1,-1,False,14671
